,favorite_count,tweet_id,retweet_count,date,weekday
683,11502,793500921481273345,2626,2016-11-01 17:12:16,Tue
684,0,798576900688019456,6471,2016-11-15 17:22:24,Tue
685,6630,793150605191548928,1882,2016-10-31 18:00:14,Mon
686,8560,786286427768250368,3148,2016-10-12 19:24:27,Wed
687,0,788552643979468800,7933,2016-10-19 01:29:35,Wed
688,0,796563435802726400,8052,2016-11-10 04:01:37,Thu
689,1959,776088319444877312,166,2016-09-14 16:00:49,Wed
690,32049,784057939640352768,12251,2016-10-06 15:49:14,Thu
691,7380,778748913645780993,1461,2016-09-22 00:13:04,Thu
692,14786,775733305207554048,4385,2016-09-13 16:30:07,Tue
693,11999,777684233540206592,3227,2016-09-19 01:42:24,Mon
694,0,780476555013349377,128,2016-09-26 18:38:05,Mon
695,16591,775085132600442880,5167,2016-09-11 21:34:30,Sun
696,0,775898661951791106,17961,2016-09-14 03:27:11,Wed
697,0,776249906839351296,10010,2016-09-15 02:42:54,Thu
698,0,777641927919427584,4651,2016-09-18 22:54:18,Sun
699,917,778764940568104960,403,2016-09-22 01:16:45,Thu
700,0,782021823840026624,6852,2016-10-01 00:58:26,Sat
701,9451,776477788987613185,3066,2016-09-15 17:48:25,Thu
702,5212,776813020089548800,1324,2016-09-16 16:00:31,Fri
703,12182,785927819176054784,3476,2016-10-11 19:39:28,Tue
704,10450,781163403222056960,2996,2016-09-28 16:07:23,Wed
705,7045,773704687002451968,1783,2016-09-08 02:09:06,Thu
706,7169,785872687017132033,2008,2016-10-11 16:00:24,Tue
707,7176,774639387460112384,1901,2016-09-10 16:03:16,Sat
708,1546,786051337297522688,169,2016-10-12 03:50:17,Wed
709,9146,772877495989305348,4225,2016-09-05 19:22:09,Mon
710,32066,776218204058357768,17466,2016-09-15 00:36:55,Thu
711,0,783347506784731136,6150,2016-10-04 16:46:14,Tue
712,22225,781524693396357120,6083,2016-09-29 16:03:01,Thu
713,6239,778383385161035776,1208,2016-09-21 00:00:35,Wed
714,9119,774757898236878852,1933,2016-09-10 23:54:11,Sat
715,8717,783085703974514689,2441,2016-10-03 23:25:55,Mon
716,6826,773922284943896577,1890,2016-09-08 16:33:46,Thu
717,9617,784517518371221505,2784,2016-10-07 22:15:26,Fri
718,5901,780800785462489090,1426,2016-09-27 16:06:28,Tue
719,12983,785170936622350336,5343,2016-10-09 17:31:53,Sun
720,15828,779056095788752897,4956,2016-09-22 20:33:42,Thu
721,6177,778650543019483137,1632,2016-09-21 17:42:10,Wed
722,10651,773191612633579521,4487,2016-09-06 16:10:20,Tue
723,15308,777189768882946048,4741,2016-09-17 16:57:35,Sat
724,5678,773670353721753600,1416,2016-09-07 23:52:41,Wed
725,0,780092040432480260,2523,2016-09-25 17:10:10,Sun
726,9313,780192070812196864,2453,2016-09-25 23:47:39,Sun
727,0,776819012571455488,15051,2016-09-16 16:24:19,Fri
728,6104,784431430411685888,1408,2016-10-07 16:33:21,Fri
729,0,778774459159379968,10917,2016-09-22 01:54:34,Thu
730,20331,779834332596887552,7773,2016-09-25 00:06:08,Sun
731,6537,785515384317313025,1382,2016-10-10 16:20:36,Mon
732,0,786036967502913536,7773,2016-10-12 02:53:11,Wed
733,10249,776201521193218049,2760,2016-09-14 23:30:38,Wed
734,7790,785264754247995392,1798,2016-10-09 23:44:41,Sun
735,9434,779377524342161408,3408,2016-09-23 17:50:56,Fri
736,13101,780074436359819264,5474,2016-09-25 16:00:13,Sun
737,0,780496263422808064,4072,2016-09-26 19:56:24,Mon
738,6798,777885040357281792,1799,2016-09-19 15:00:20,Mon
739,23159,780931614150983680,8052,2016-09-28 00:46:20,Wed
740,32215,783839966405230592,11875,2016-10-06 01:23:05,Thu
741,8321,782598640137187329,2056,2016-10-02 15:10:30,Sun
742,21423,778990705243029504,7973,2016-09-22 16:13:51,Thu
743,11196,783695101801398276,3541,2016-10-05 15:47:27,Wed
744,9764,785533386513321988,2206,2016-10-10 17:32:08,Mon
745,10871,784826020293709826,3550,2016-10-08 18:41:19,Sat
746,24781,773308824254029826,8158,2016-09-06 23:56:05,Tue
747,14599,778408200802557953,4764,2016-09-21 01:39:11,Wed
748,11181,781661882474196992,2973,2016-09-30 01:08:10,Fri
749,31331,783334639985389568,12874,2016-10-04 15:55:06,Tue
750,16425,786233965241827333,5255,2016-10-12 15:55:59,Wed
751,18495,782722598790725632,5924,2016-10-02 23:23:04,Sun
752,9375,777621514455814149,2729,2016-09-18 21:33:11,Sun
753,8378,785639753186217984,2437,2016-10-11 00:34:48,Tue
754,4977,778624900596654080,1112,2016-09-21 16:00:17,Wed
755,4287,781655249211752448,1234,2016-09-30 00:41:48,Fri
756,7999,782747134529531904,1532,2016-10-03 01:00:34,Mon
757,25821,782969140009107456,8079,2016-10-03 15:42:44,Mon
758,10052,773247561583001600,3501,2016-09-06 19:52:39,Tue
759,0,777953400541634568,3858,2016-09-19 19:31:59,Mon
760,11110,778286810187399168,3623,2016-09-20 17:36:50,Tue
761,7630,781308096455073793,2790,2016-09-29 01:42:20,Thu
762,7932,775364825476165632,3251,2016-09-12 16:05:54,Mon
763,0,779124354206535695,20172,2016-09-23 01:04:56,Fri
764,11460,773985732834758656,4237,2016-09-08 20:45:53,Thu
765,0,773336787167145985,5559,2016-09-07 01:47:12,Wed
766,11893,781955203444699136,3688,2016-09-30 20:33:43,Fri
767,0,778396591732486144,13414,2016-09-21 00:53:04,Wed
768,6750,780543529827336192,1903,2016-09-26 23:04:13,Mon
769,12625,779123168116150273,3985,2016-09-23 01:00:13,Fri
770,13804,775729183532220416,4989,2016-09-13 16:13:44,Tue
771,18064,783391753726550016,6054,2016-10-04 19:42:03,Tue
772,12516,775842724423557120,2928,2016-09-13 23:44:54,Tue
773,10836,775350846108426240,4270,2016-09-12 15:10:21,Mon
774,9034,781251288990355457,2303,2016-09-28 21:56:36,Wed
775,7005,778027034220126208,1776,2016-09-20 00:24:34,Tue
776,21572,784183165795655680,8861,2016-10-07 00:06:50,Fri
777,7887,783821107061198850,2153,2016-10-06 00:08:09,Thu
778,17852,782305867769217024,6122,2016-10-01 19:47:08,Sat
779,9064,778039087836069888,2888,2016-09-20 01:12:28,Tue
780,5655,780459368902959104,1175,2016-09-26 17:29:48,Mon
781,23228,774314403806253056,6099,2016-09-09 18:31:54,Fri
782,12924,780601303617732608,3650,2016-09-27 02:53:48,Tue
783,23542,773547596996571136,6729,2016-09-07 15:44:53,Wed
784,8512,772826264096874500,2540,2016-09-05 15:58:34,Mon
785,9050,783466772167098368,2476,2016-10-05 00:40:09,Wed
786,12547,776113305656188928,4760,2016-09-14 17:40:06,Wed
787,7700,780858289093574656,2190,2016-09-27 19:54:58,Tue
788,15349,768970937022709760,7125,2016-08-26 00:38:52,Fri
789,6306,759943073749200896,2269,2016-08-01 02:45:22,Mon
790,4271,772102971039580160,1010,2016-09-03 16:04:27,Sat
791,9005,759447681597108224,2658,2016-07-30 17:56:51,Sat
792,6406,772193107915964416,1508,2016-09-03 22:02:38,Sat
793,6837,764857477905154048,1926,2016-08-14 16:13:27,Sun
794,13413,763837565564780549,4539,2016-08-11 20:40:41,Thu
795,28478,760290219849637889,12466,2016-08-02 01:44:48,Tue
796,5538,770772759874076672,1540,2016-08-30 23:58:40,Tue
797,8822,771500966810099713,2863,2016-09-02 00:12:18,Fri
798,5404,766793450729734144,1475,2016-08-20 00:26:19,Sat
799,10786,767122157629476866,3106,2016-08-20 22:12:29,Sat
800,0,759159934323924993,1262,2016-07-29 22:53:27,Fri
801,4383,768609597686943744,1321,2016-08-25 00:43:02,Thu
802,4464,768855141948723200,968,2016-08-25 16:58:45,Thu
803,4549,766069199026450432,936,2016-08-18 00:28:24,Thu
804,6900,772581559778025472,1843,2016-09-04 23:46:12,Sun
805,6408,766423258543644672,1736,2016-08-18 23:55:18,Thu
806,1775,759446261539934208,526,2016-07-30 17:51:13,Sat
807,10980,762464539388485633,4568,2016-08-08 01:44:46,Mon
808,0,768554158521745409,6343,2016-08-24 21:02:45,Wed
809,0,759566828574212096,22914,2016-07-31 01:50:18,Sun
810,4388,761599872357261312,1276,2016-08-05 16:28:54,Fri
811,0,770093767776997377,3312,2016-08-29 03:00:36,Mon
812,6059,760190180481531904,1963,2016-08-01 19:07:17,Mon
813,5531,765669560888528897,1323,2016-08-16 22:00:23,Tue
814,0,772615324260794368,3682,2016-09-05 02:00:22,Mon
815,12359,765222098633691136,3682,2016-08-15 16:22:20,Mon
816,4000,772117678702071809,801,2016-09-03 17:02:54,Sat
817,7022,760656994973933572,2094,2016-08-03 02:02:14,Wed
818,15606,759923798737051648,6156,2016-08-01 01:28:46,Mon
819,11866,758828659922702336,4157,2016-07-29 00:57:05,Fri
820,8077,770069151037685760,2509,2016-08-29 01:22:47,Mon
821,12788,771770456517009408,3710,2016-09-02 18:03:10,Fri
822,7825,763103485927849985,2480,2016-08-09 20:03:43,Tue
823,17078,767754930266464257,5864,2016-08-22 16:06:54,Mon
824,5742,761976711479193600,2196,2016-08-06 17:26:19,Sat
825,9800,771136648247640064,3196,2016-09-01 00:04:38,Thu
826,5064,767884188863397888,1527,2016-08-23 00:40:31,Tue
827,52670,761672994376806400,31530,2016-08-05 21:19:27,Fri
828,0,766078092750233600,2827,2016-08-18 01:03:45,Thu
829,4484,760521673607086080,1517,2016-08-02 17:04:31,Tue
830,34039,762035686371364864,16947,2016-08-06 21:20:40,Sat
831,5650,761227390836215808,1691,2016-08-04 15:48:47,Thu
832,5264,760641137271070720,1404,2016-08-03 00:59:13,Wed
833,0,761750502866649088,4278,2016-08-06 02:27:27,Sat
834,0,768909767477751808,2943,2016-08-25 20:35:48,Thu
835,6807,769695466921623552,1804,2016-08-28 00:37:54,Sun
836,4524,761745352076779520,935,2016-08-06 02:06:59,Sat
837,6916,759047813560868866,2189,2016-07-29 15:27:55,Fri
838,7326,771014301343748096,1803,2016-08-31 15:58:28,Wed
839,4029,772152991789019136,1223,2016-09-03 19:23:13,Sat
840,8049,760539183865880579,3941,2016-08-02 18:14:06,Tue
841,2770,766714921925144576,421,2016-08-19 19:14:16,Fri
842,4299,766693177336135680,862,2016-08-19 17:47:52,Fri
843,7213,766313316352462849,2044,2016-08-18 16:38:26,Thu
844,6439,764259802650378240,1651,2016-08-13 00:38:30,Sat
845,5748,763183847194451968,1602,2016-08-10 01:23:03,Wed
846,7014,771908950375665664,2065,2016-09-03 03:13:29,Sat
847,0,766864461642756096,6156,2016-08-20 05:08:29,Sat
848,5538,761334018830917632,1574,2016-08-04 22:52:29,Thu
849,7971,767500508068192258,2539,2016-08-21 23:15:55,Sun
850,5284,770787852854652928,1330,2016-08-31 00:58:39,Wed
851,2891,772114945936949249,516,2016-09-03 16:52:02,Sat
852,0,763167063695355904,3280,2016-08-10 00:16:21,Wed
853,11997,762471784394268675,7036,2016-08-08 02:13:34,Mon
854,0,760153949710192640,34,2016-08-01 16:43:19,Mon
855,14527,768473857036525572,3727,2016-08-24 15:43:39,Wed
856,6709,770414278348247044,2246,2016-08-30 00:14:12,Tue
857,11618,768193404517830656,3858,2016-08-23 21:09:14,Tue
858,7714,765719909049503744,2340,2016-08-17 01:20:27,Wed
859,7141,759846353224826880,2149,2016-07-31 20:21:02,Sun
860,12025,761004547850530816,3769,2016-08-04 01:03:17,Thu
861,4998,759557299618865152,1271,2016-07-31 01:12:26,Sun
862,5122,762316489655476224,1226,2016-08-07 15:56:28,Sun
863,0,771171053431250945,8247,2016-09-01 02:21:21,Thu
864,0,769335591808995329,8371,2016-08-27 00:47:53,Sat
865,5744,769212283578875904,1868,2016-08-26 16:37:54,Fri
866,15442,759099523532779520,4526,2016-07-29 18:53:24,Fri
867,6642,771102124360998913,1563,2016-08-31 21:47:27,Wed
868,6651,770293558247038976,1625,2016-08-29 16:14:30,Mon
869,3769,758854675097526272,967,2016-07-29 02:40:28,Fri
870,4186,760252756032651264,938,2016-08-01 23:15:56,Mon
871,12944,762699858130116608,3935,2016-08-08 17:19:51,Mon
872,5348,768596291618299904,1388,2016-08-24 23:50:10,Wed
873,7551,765371061932261376,2347,2016-08-16 02:14:15,Tue
874,7806,770655142660169732,1895,2016-08-30 16:11:18,Tue
875,11216,771380798096281600,5559,2016-09-01 16:14:48,Thu
876,13075,767191397493538821,4148,2016-08-21 02:47:37,Sun
877,28091,765395769549590528,3690,2016-08-16 03:52:26,Tue
878,6432,759197388317847553,2114,2016-07-30 01:22:17,Sat
879,4057,760893934457552897,1056,2016-08-03 17:43:45,Wed
880,4746,761292947749015552,1192,2016-08-04 20:09:17,Thu
881,787,763956972077010945,59,2016-08-12 04:35:10,Fri
882,0,771004394259247104,240,2016-08-31 15:19:06,Wed
883,3982,766008592277377025,536,2016-08-17 20:27:34,Wed
884,0,761371037149827077,19496,2016-08-05 01:19:35,Fri
885,33514,769940425801170949,10521,2016-08-28 16:51:16,Sun
886,6326,759793422261743616,2062,2016-07-31 16:50:42,Sun
887,8316,750071704093859840,3610,2016-07-04 21:00:04,Mon
888,5798,749317047558017024,2391,2016-07-02 19:01:20,Sat
889,4038,752334515931054080,1190,2016-07-11 02:51:40,Mon
890,4477,748692773788876800,1435,2016-07-01 01:40:41,Fri
891,2923,748705597323898880,1022,2016-07-01 02:31:39,Fri
892,39319,753039830821511168,22668,2016-07-13 01:34:21,Wed
893,3650,758355060040593408,1178,2016-07-27 17:35:10,Wed
894,731,750381685133418496,32,2016-07-05 17:31:49,Tue
895,14913,748220828303695873,8392,2016-06-29 18:25:21,Wed
896,5332,751538714308972544,1373,2016-07-08 22:09:27,Fri
897,2734,754747087846248448,568,2016-07-17 18:38:22,Sun
898,8393,753420520834629632,3862,2016-07-14 02:47:04,Thu
899,0,757597904299253760,315,2016-07-25 15:26:30,Mon
900,5379,751132876104687617,1411,2016-07-07 19:16:47,Thu
901,8362,751598357617971201,3291,2016-07-09 02:06:27,Sat
902,4193,756303284449767430,1176,2016-07-22 01:42:09,Fri
903,6403,748575535303884801,2151,2016-06-30 17:54:50,Thu
904,8085,753375668877008896,2523,2016-07-13 23:48:51,Wed
905,5000,748699167502000129,1724,2016-07-01 02:06:06,Fri
906,0,752309394570878976,18050,2016-07-11 01:11:51,Mon
907,8131,748337862848962560,4443,2016-06-30 02:10:24,Thu
908,13375,752932432744185856,7387,2016-07-12 18:27:35,Tue
909,4699,750506206503038976,1244,2016-07-06 01:46:38,Wed
910,4786,757354760399941633,1543,2016-07-24 23:20:20,Sun
911,3216,750101899009982464,910,2016-07-04 23:00:03,Mon
912,2302,750086836815486976,591,2016-07-04 22:00:12,Mon
913,5050,750868782890057730,1500,2016-07-07 01:47:22,Thu
914,3360,750041628174217216,670,2016-07-04 19:00:33,Mon
915,4122,753026973505581056,1055,2016-07-13 00:43:15,Wed
916,4671,752660715232722944,1707,2016-07-12 00:27:52,Tue
917,11321,748977405889503236,3666,2016-07-01 20:31:43,Fri
918,4583,750117059602808832,1406,2016-07-05 00:00:18,Tue
919,6178,748932637671223296,2439,2016-07-01 17:33:49,Fri
920,2303,748568946752774144,726,2016-06-30 17:28:39,Thu
921,11028,756526248105566208,3917,2016-07-22 16:28:07,Fri
922,4817,757725642876129280,1319,2016-07-25 23:54:05,Mon
923,6679,751205363882532864,1977,2016-07-08 00:04:50,Fri
924,3434,750011400160841729,984,2016-07-04 17:00:26,Mon
925,7290,754856583969079297,2737,2016-07-18 01:53:28,Mon
926,20370,758099635764359168,10917,2016-07-27 00:40:12,Wed
927,9096,749395845976588288,3741,2016-07-03 00:14:27,Sun
928,17448,755206590534418437,5828,2016-07-19 01:04:16,Tue
929,7811,752519690950500352,3724,2016-07-11 15:07:30,Mon
930,6139,751830394383790080,2121,2016-07-09 17:28:29,Sat
931,4811,750383411068534784,1227,2016-07-05 17:38:41,Tue
932,5517,748346686624440324,1337,2016-06-30 02:45:28,Thu
933,4060,758474966123810816,1077,2016-07-28 01:31:38,Thu
934,6073,758740312047005698,1740,2016-07-28 19:06:01,Thu
935,3970,754449512966619136,797,2016-07-16 22:55:55,Sat
936,13974,750719632563142656,5455,2016-07-06 15:54:42,Wed
937,6208,751793661361422336,3149,2016-07-09 15:02:31,Sat
938,6298,752173152931807232,1998,2016-07-10 16:10:29,Sun
939,7784,755955933503782912,3131,2016-07-21 02:41:54,Thu
940,2779,749403093750648834,589,2016-07-03 00:43:15,Sun
941,6440,749417653287129088,1802,2016-07-03 01:41:06,Sun
942,16076,757400162377592832,7406,2016-07-25 02:20:45,Mon
943,5377,756651752796094464,1424,2016-07-23 00:46:50,Sat
944,0,754874841593970688,8681,2016-07-18 03:06:01,Mon
945,6131,753398408988139520,2078,2016-07-14 01:19:12,Thu
946,45362,756288534030475264,18932,2016-07-22 00:43:32,Fri
947,5406,749981277374128128,2644,2016-07-04 15:00:45,Mon
948,4663,751583847268179968,1205,2016-07-09 01:08:47,Sat
949,3278,750147208377409536,1045,2016-07-05 02:00:06,Tue
950,4616,757596066325864448,1145,2016-07-25 15:19:12,Mon
951,2871,750026558547456000,853,2016-07-04 18:00:41,Mon
952,5629,754482103782404096,2111,2016-07-17 01:05:25,Sun
953,22517,755110668769038337,12001,2016-07-18 18:43:07,Mon
954,5061,749064354620928000,1629,2016-07-02 02:17:13,Sat
955,5516,758405701903519748,2091,2016-07-27 20:56:24,Wed
956,0,753298634498793472,6245,2016-07-13 18:42:44,Wed
957,5856,752568224206688256,2470,2016-07-11 18:20:21,Mon
958,6343,752682090207055872,1740,2016-07-12 01:52:49,Tue
959,7305,757741869644341248,3531,2016-07-26 00:58:34,Tue
960,3387,751456908746354688,1078,2016-07-08 16:44:23,Fri
961,4837,757611664640446465,1213,2016-07-25 16:21:11,Mon
962,6647,756998049151549440,2153,2016-07-23 23:42:53,Sat
963,3258,751950017322246144,1006,2016-07-10 01:23:49,Sun
964,0,757729163776290825,8782,2016-07-26 00:08:05,Tue
965,0,752701944171524096,3122,2016-07-12 03:11:42,Tue
966,3602,753294487569522689,1127,2016-07-13 18:26:16,Wed
967,5525,751937170840121344,1456,2016-07-10 00:32:46,Sun
968,13228,751251247299190784,6339,2016-07-08 03:07:09,Fri
969,3277,749036806121881602,843,2016-07-02 00:27:45,Sat
970,6198,757393109802180609,1894,2016-07-25 01:52:43,Mon
971,3209,749996283729883136,874,2016-07-04 16:00:22,Mon
972,6092,749075273010798592,2233,2016-07-02 03:00:36,Sat
973,8301,754120377874386944,2536,2016-07-16 01:08:03,Sat
974,3871,748307329658011649,771,2016-06-30 00:09:04,Thu
975,6831,756275833623502848,1650,2016-07-21 23:53:04,Thu
976,7063,756939218950160384,2177,2016-07-23 19:49:07,Sat
977,5099,758467244762497024,2418,2016-07-28 01:00:57,Thu
978,3318,750056684286914561,969,2016-07-04 20:00:23,Mon
979,2872,758041019896193024,406,2016-07-26 20:47:17,Tue
980,13940,750429297815552001,4651,2016-07-05 20:41:01,Tue
981,3847,750132105863102464,1374,2016-07-05 01:00:05,Tue
982,4915,749774190421639168,1418,2016-07-04 01:17:51,Mon
983,7303,752917284578922496,1704,2016-07-12 17:27:23,Tue
984,3903,748324050481647620,826,2016-06-30 01:15:31,Thu
985,6191,753655901052166144,2356,2016-07-14 18:22:23,Thu
986,10342,742423170473463808,4072,2016-06-13 18:27:32,Mon
987,164747,744234799360020481,83940,2016-06-18 18:26:18,Sat
988,19439,743595368194129920,7045,2016-06-17 00:05:25,Fri
989,3045,746906459439529985,318,2016-06-26 03:22:31,Sun
990,4373,743980027717509120,1168,2016-06-18 01:33:55,Sat
991,3116,747885874273214464,1062,2016-06-28 20:14:22,Tue
992,19078,740676976021798912,7284,2016-06-08 22:48:46,Wed
993,3583,740711788199743490,999,2016-06-09 01:07:06,Thu
994,3130,744995568523612160,671,2016-06-20 20:49:19,Mon
995,4666,742528092657332225,2137,2016-06-14 01:24:27,Tue
996,3863,741438259667034112,896,2016-06-11 01:13:51,Sat
997,10488,737800304142471168,3704,2016-06-01 00:17:54,Wed
998,6361,746726898085036033,1925,2016-06-25 15:29:00,Sat
999,7026,740214038584557568,2106,2016-06-07 16:09:13,Tue
1000,0,743835915802583040,2238,2016-06-17 16:01:16,Fri
1001,5310,746542875601690625,2006,2016-06-25 03:17:46,Sat
1002,3992,739623569819336705,1453,2016-06-06 01:02:55,Mon
1003,5854,747512671126323200,1707,2016-06-27 19:31:23,Mon
1004,4879,746507379341139972,1162,2016-06-25 00:56:43,Sat
1005,4527,738184450748633089,1295,2016-06-02 01:44:22,Thu
1006,4790,741793263812808706,1616,2016-06-12 00:44:30,Sun
1007,3897,747594051852075008,1132,2016-06-28 00:54:46,Tue
1008,5885,744709971296780288,1674,2016-06-20 01:54:27,Mon
1009,3739,746056683365994496,875,2016-06-23 19:05:49,Thu
1010,0,746521445350707200,1057,2016-06-25 01:52:36,Sat
1011,4246,745789745784041472,1147,2016-06-23 01:25:06,Thu
1012,3508,738883359779196928,870,2016-06-04 00:01:35,Sat
1013,6987,747933425676525569,2752,2016-06-28 23:23:19,Tue
1014,6522,743222593470234624,2042,2016-06-15 23:24:09,Wed
1015,5295,737678689543020544,1430,2016-05-31 16:14:39,Tue
1016,4258,739932936087216128,1155,2016-06-06 21:32:13,Mon
1017,10800,737445876994609152,4774,2016-05-31 00:49:32,Tue
1018,4184,736365877722001409,1342,2016-05-28 01:18:00,Sat
1019,7557,739485634323156992,3149,2016-06-05 15:54:48,Sun
1020,0,747242308580548608,3101,2016-06-27 01:37:04,Mon
1021,2978,740699697422163968,839,2016-06-09 00:19:04,Thu
1022,8314,743510151680958465,3962,2016-06-16 18:26:48,Thu
1023,5568,747219827526344708,1703,2016-06-27 00:07:44,Mon
1024,5401,742150209887731712,1671,2016-06-13 00:22:53,Mon
1025,7130,744334592493166593,2296,2016-06-19 01:02:50,Sun
1026,7277,746131877086527488,2366,2016-06-24 00:04:36,Fri
1027,36568,740373189193256964,14246,2016-06-08 02:41:38,Wed
1028,9933,741067306818797568,3312,2016-06-10 00:39:48,Fri
1029,1457,747651430853525504,169,2016-06-28 04:42:46,Tue
1030,5582,746818907684614144,1855,2016-06-25 21:34:37,Sat
1031,2448,747600769478692864,591,2016-06-28 01:21:27,Tue
1032,113,738891149612572673,6,2016-06-04 00:32:32,Sat
1033,3712,743545585370791937,1002,2016-06-16 20:47:36,Thu
1034,4530,736736130620620800,1856,2016-05-29 01:49:16,Sun
1035,121725,739238157791694849,62205,2016-06-04 23:31:25,Sat
1036,8536,736225175608430592,2964,2016-05-27 15:58:54,Fri
1037,10095,747103485104099331,4297,2016-06-26 16:25:26,Sun
1038,8256,745074613265149952,3790,2016-06-21 02:03:25,Tue
1039,7480,745433870967832576,2726,2016-06-22 01:50:58,Wed
1040,7362,745712589599014916,2490,2016-06-22 20:18:30,Wed
1041,2608,740365076218183684,469,2016-06-08 02:09:24,Wed
1042,7638,742465774154047488,4167,2016-06-13 21:16:49,Mon
1043,6723,740995100998766593,2966,2016-06-09 19:52:53,Thu
1044,10084,746757706116112384,4195,2016-06-25 17:31:25,Sat
1045,4566,742161199639494656,1472,2016-06-13 01:06:33,Mon
1046,5350,738537504001953792,1671,2016-06-03 01:07:16,Fri
1047,4716,743609206067040256,1478,2016-06-17 01:00:24,Fri
1048,20982,739979191639244800,6343,2016-06-07 00:36:02,Tue
1049,15413,737310737551491075,7932,2016-05-30 15:52:33,Mon
1050,3569,747204161125646336,992,2016-06-26 23:05:29,Sun
1051,3788,737322739594330112,869,2016-05-30 16:40:14,Mon
1052,2959,747844099428986880,809,2016-06-28 17:28:22,Tue
1053,13603,747648653817413632,6293,2016-06-28 04:31:44,Tue
1054,2662,738156290900254721,700,2016-06-01 23:52:28,Wed
1055,3985,739844404073074688,915,2016-06-06 15:40:26,Mon
1056,7152,742385895052087300,2135,2016-06-13 15:59:24,Mon
1057,5117,747816857231626240,1253,2016-06-28 15:40:07,Tue
1058,5534,737826014890496000,1883,2016-06-01 02:00:04,Wed
1059,5145,746790600704425984,1711,2016-06-25 19:42:08,Sat
1060,4457,743253157753532416,1307,2016-06-16 01:25:36,Thu
1061,8300,744971049620602880,2891,2016-06-20 19:11:53,Mon
1062,7616,745057283344719872,2444,2016-06-21 00:54:33,Tue
1063,1785,744223424764059648,401,2016-06-18 17:41:06,Sat
1064,6489,746369468511756288,1767,2016-06-24 15:48:42,Fri
1065,4031,743210557239623680,1463,2016-06-15 22:36:19,Wed
1066,7410,742534281772302336,3809,2016-06-14 01:49:03,Tue
1067,7549,745314880350101504,2980,2016-06-21 17:58:09,Tue
1068,10570,741099773336379392,5944,2016-06-10 02:48:49,Fri
1069,9030,745422732645535745,2610,2016-06-22 01:06:43,Wed
1070,41696,739544079319588864,22914,2016-06-05 19:47:03,Sun
1071,9248,738166403467907072,3646,2016-06-02 00:32:39,Thu
1072,3465,740359016048689152,916,2016-06-08 01:45:19,Wed
1073,4079,747461612269887489,1112,2016-06-27 16:08:30,Mon
1074,6102,747963614829678593,2312,2016-06-29 01:23:16,Wed
1075,3770,735991953473572864,1229,2016-05-27 00:32:10,Fri
1076,9223,741303864243200000,3471,2016-06-10 16:19:48,Fri
1077,8599,741743634094141440,2966,2016-06-11 21:27:17,Sat
1078,18644,736392552031657984,7933,2016-05-28 03:04:00,Sat
1079,5659,739606147276148736,1773,2016-06-05 23:53:41,Sun
1080,5722,747439450712596480,2073,2016-06-27 14:40:26,Mon
1081,3953,738885046782832640,1223,2016-06-04 00:08:17,Sat
1082,6321,746872823977771008,2309,2016-06-26 01:08:52,Sun
1083,8287,736010884653420544,3186,2016-05-27 01:47:23,Fri
1084,3833,743895849529389061,1027,2016-06-17 19:59:26,Fri
1085,3424,738402415918125056,905,2016-06-02 16:10:29,Thu
1086,3292,717421804990701568,899,2016-04-05 18:41:02,Tue
1087,5058,719991154352222208,1861,2016-04-12 20:50:42,Tue
1088,2602,718540630683709445,1079,2016-04-08 20:46:50,Fri
1089,1477,725458796924002305,663,2016-04-27 22:57:10,Wed
1090,3573,719332531645071360,1017,2016-04-11 01:13:34,Mon
1091,5481,718939241951195136,1875,2016-04-09 23:10:47,Sat
1092,4009,730211855403241472,1130,2016-05-11 01:44:07,Wed
1093,4204,735648611367784448,1175,2016-05-26 01:47:51,Thu
1094,5187,722613351520608256,1743,2016-04-20 02:30:23,Wed
1095,4075,723912936180330496,1306,2016-04-23 16:34:28,Sat
1096,1571,734559631394082816,423,2016-05-23 01:40:38,Mon
1097,5133,720043174954147842,2140,2016-04-13 00:17:25,Wed
1098,1681,717428917016076293,484,2016-04-05 19:09:17,Tue
1099,7386,725842289046749185,2827,2016-04-29 00:21:01,Fri
1100,3809,727155742655025152,1409,2016-05-02 15:20:13,Mon
1101,5146,728409960103686147,2143,2016-05-06 02:24:02,Fri
1102,6717,720389942216527872,2683,2016-04-13 23:15:21,Wed
1103,4296,728015554473250816,1164,2016-05-05 00:16:48,Thu
1104,3715,726828223124897792,1074,2016-05-01 17:38:46,Sun
1105,3256,720785406564900865,820,2016-04-15 01:26:47,Fri
1106,3880,724983749226668032,1388,2016-04-26 15:29:30,Tue
1107,4471,716802964044845056,1254,2016-04-04 01:41:58,Mon
1108,4023,731156023742988288,1359,2016-05-13 16:15:54,Fri
1109,2595,720775346191278080,722,2016-04-15 00:46:48,Fri
1110,5431,725729321944506368,1896,2016-04-28 16:52:08,Thu
1111,13640,735274964362878976,5429,2016-05-25 01:03:06,Wed
1112,4057,718234618122661888,1069,2016-04-08 00:30:51,Fri
1113,4769,728035342121635841,1779,2016-05-05 01:35:26,Thu
1114,3284,735137028879360001,1038,2016-05-24 15:55:00,Tue
1115,3651,718971898235854848,1166,2016-04-10 01:20:33,Sun
1116,3468,728653952833728512,1108,2016-05-06 18:33:34,Fri
1117,4178,729823566028484608,1322,2016-05-10 00:01:12,Tue
1118,2819,718460005985447936,564,2016-04-08 15:26:28,Fri
